Project,Title,app.location,Narration
CNA Recertification Theory + Clinical Support,M14 L06 C02 01 Delivery,module.m14.lesson.l06.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 14, Objective 6: List activities that make up Activities of Daily Living (ADLs). A. Daily hygiene, grooming, eating, and self-care activities necessary for normal functioning in society B. Examples: 1. Grooming 2. Dressing 3. Eating 4. Hygiene 5. Elimination – bowel and bladder 6. Mobility/ambulation 7. Self-turning and positioning C. Clinical observation B. Assist patients/residents in performing ADLs as necessary

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M14 L06 C70 01 Activity,module.m14.lesson.l06.card.c70_01_activity,"Active learning task: use the CCCCO Module 14 terms for this objective (Active-assistive range of motion, Eversion, Pneumonia, Active range of motion, IDT-Interdisciplinary team, Pressure ulcers) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M14 L06 C90 Challenge,module.m14.lesson.l06.card.c90_challenge,"Practice challenge for CCCCO Module 14 Objective 6: Practice check: For CCCCO Module 14 Objective 6, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M14 L06 C91 Debrief,module.m14.lesson.l06.card.c91_debrief,"Debrief for CCCCO Module 14 Objective 6. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M14 L07 C01 Overview,module.m14.lesson.l07.card.c01_overview,"CCCCO Module 14 Objective 7 focuses on: List common comfort and adaptive devices and explain the purposes of each. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M14 L07 C02 01 Delivery,module.m14.lesson.l07.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 14, Objective 7: List common comfort and adaptive devices and explain the purposes of each. A. Comfort devices and their purposes: 1. Footboard; prevents plantar flexion 2. Trochanter roll; prevents external rotation and pressure sores 3. Hard splint; prevents contractures 4. Bed cradle; prevents foot drop D. Catalogs from medical stores to show pictures B. Uses adaptive/comfort devices appropriately 5. Trapeze; strengthens muscles and facilitates movement 6. Sheepskin; avoids friction, skin breakdown 7. Heel/elbow protectors; protect against friction, skin breakdown 8. Flotation pads, egg crate mattress, water bed, alternating

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M14 L07 C02 02 Delivery,module.m14.lesson.l07.card.c02_02_delivery,"Source-supported teaching from CCCCO Module 14, Objective 7: pressure mattress; Clinitron bed protects pressure points, prevents skin breakdown 9. Pillows and boosters; provide support, positioning, and prevent contractures 10. Cast/traction; keep the affected site in proper alignment, prevent complication B. Adaptive/self-help devices – their purpose and use: 1. Cuffed or swivel-handled utensils, plate guards or holders; eating utensils 2. Long-handled combs/brushes, button hooks, sock puller, specially designed clothing; hygiene and grooming aides 3. Reachers, telephone holder, communication boards; promote independence 4. Artificial limbs, application, care and removal 5. Casts and splints; immobilization, alignment, and support, cast

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M14 L07 C70 01 Activity,module.m14.lesson.l07.card.c70_01_activity,"Active learning task: use the CCCCO Module 14 terms for this objective (Active-assistive range of motion, Eversion, Pneumonia, Active range of motion, IDT-Interdisciplinary team, Pressure ulcers) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M14 L07 C90 Challenge,module.m14.lesson.l07.card.c90_challenge,"Practice challenge for CCCCO Module 14 Objective 7: Practice check: For CCCCO Module 14 Objective 7, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M14 L07 C91 Debrief,module.m14.lesson.l07.card.c91_debrief,"Debrief for CCCCO Module 14 Objective 7. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M14 L08 C01 Overview,module.m14.lesson.l08.card.c01_overview,"CCCCO Module 14 Objective 8 focuses on: Identify steps to prevent complications from inactivity. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M14 L08 C02 01 Delivery,module.m14.lesson.l08.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 14, Objective 8: Identify steps to prevent complications from inactivity. A. Complications 1. Types: a. Neurological (stress, depression, changes in behavior, sleep disturbances) b. Respiratory (stasis pneumonia or atelectasis) c. Circulatory 1) Thrombophlebitis 2) Pulmonary embolism d. Musculo-skeletal 1) Contractures – are permanent 2) Osteoporosis – demineralization due to lack of weight bearing 3) Muscle atrophy B. Uses appropriate methods to prevent complications from inactivity e. Integumentary (pressure sores) f. Gastro-intestinal (constipation and decrease of appetite) g. Genito-urinary (kidney stones, urinary tract infection) h. Psychosocial (loneliness, depression) 2. Causes:

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M14 L08 C02 02 Delivery,module.m14.lesson.l08.card.c02_02_delivery,"Source-supported teaching from CCCCO Module 14, Objective 8: a. Bed rest b. Prolonged illness c. Immobility due to injury d. Surgery B. Preventive methods 1. Turning/repositioning 2. TCDB (turn, cough, and deep-breathing exercises) 3. Body alignment 4. Range of motion 5. Supportive devices 6. Skin care 7. Encouraging patient/resident independence 8. Toileting 9. Bowel and bladder training 10. Elastic stockings 11. Ambulation is best a. Maintains muscles and bones; moves joints b. Reduces pressure on the skin c. Increases circulation d. Increases respiratory and heart function e. Improves bowel function and promotes emptying of

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
